Position Holder,Issuer,ISIN,Position Date,Net Short Position (%),Reporting Date,Cancellation Date
Marshall Wace LLP,Andritz AG,AT0000730007,2019-08-06,"1,52",2019-08-07,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-07-23,"1,46",2019-07-24,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-07-16,"1,57",2019-07-17,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-07-11,"1,6",2019-07-12,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-07-01,"1,52",2019-07-02,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-06-13,"1,47",2019-06-14,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-06-04,"1,51",2019-06-05,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-05-31,"1,42",2019-06-03,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-05-24,"1,3",2019-05-27,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-05-21,"1,22",2019-05-22,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-05-15,"1,1",2019-05-16,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-05-13,"1,03",2019-05-14,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-05-06,"0,91",2019-05-07,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-05-02,"0,85",2019-05-03,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-04-30,"0,72",2019-05-01,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-03-08,"0,61",2019-03-11,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-03-05,"0,59",2019-03-06,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-02-14,"0,69",2019-02-15,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-02-12,"0,7",2019-02-13,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-01-18,"0,69",2019-01-21,
Marshall Wace LLP,Andritz AG,AT0000730007,2019-01-03,"0,7",2019-01-04,
Marshall Wace LLP,Andritz AG,AT0000730007,2018-12-19,"0,6",2018-12-20,
Marshall Wace LLP,Andritz AG,AT0000730007,2018-12-11,"0,51",2018-12-12,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-06-14,"0,47",2018-06-15,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-06-11,"0,58",2018-06-12,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-05-24,"0,6",2018-05-25,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-05-15,"0,51",2018-05-16,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-04-25,"0,49",2018-04-26,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-04-12,"0,59",2018-04-13,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-03-27,"0,61",2018-03-28,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-03-20,"0,51",2018-03-21,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-03-19,"0,49",2018-03-20,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-03-12,"0,58",2018-03-13,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-02-28,"0,68",2018-03-01,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-01-31,"0,7",2018-02-01,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-01-25,"0,61",2018-01-26,
Marshall Wace LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-01-19,"0,5",2018-01-22,
Marshall Wace LLP,BAWAG Group AG,AT0000BAWAG2,2023-03-20,"0,38",2023-03-21,
Marshall Wace LLP,BAWAG Group AG,AT0000BAWAG2,2023-03-17,"0,55",2023-03-20,
Marshall Wace LLP,BAWAG Group AG,AT0000BAWAG2,2023-03-14,"0,69",2023-03-15,
Marshall Wace LLP,BAWAG Group AG,AT0000BAWAG2,2023-03-07,"0,72",2023-03-08,
Marshall Wace LLP,BAWAG Group AG,AT0000BAWAG2,2023-02-16,"0,62",2023-02-17,
Marshall Wace LLP,BAWAG Group AG,AT0000BAWAG2,2023-02-13,"0,5",2023-02-14,
Marshall Wace LLP,BAWAG Group AG,AT0000BAWAG2,2022-12-12,"0,48",2022-12-13,
Marshall Wace LLP,BAWAG Group AG,AT0000BAWAG2,2022-11-28,"0,54",2022-11-29,
Marshall Wace LLP,BAWAG Group AG,AT0000BAWAG2,2022-11-22,"0,6",2022-11-23,
Marshall Wace LLP,BAWAG Group AG,AT0000BAWAG2,2022-11-15,"0,54",2022-11-16,
Marshall Wace LLP,BAWAG Group AG,AT0000BAWAG2,2021-04-26,"0,49",2021-04-27,
Marshall Wace LLP,BAWAG Group AG,AT0000BAWAG2,2021-03-16,"0,5",2021-03-17,
Marshall Wace LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-08-12,"0,46",2024-08-13,
Marshall Wace LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-08-05,"0,54",2024-08-06,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2018-03-06,"0,47",2018-03-07,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2018-02-16,"0,58",2018-02-19,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2018-01-31,"0,6",2018-02-01,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2018-01-19,"0,56",2018-01-22,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2018-01-03,"0,68",2018-01-04,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-12-18,"0,79",2017-12-19,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-12-14,"0,89",2017-12-15,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-12-07,"0,99",2017-12-08,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-11-23,1,2017-11-24,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-11-20,"0,93",2017-11-21,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-11-14,"0,81",2017-11-15,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-11-09,"0,72",2017-11-10,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-11-06,"0,69",2017-11-07,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-10-16,"0,7",2017-10-17,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-10-11,"0,63",2017-10-12,
Marshall Wace LLP,DO & CO Aktiengesellschaft,AT0000818802,2017-10-09,"0,52",2017-10-10,
Marshall Wace LLP,Erste Group Bank AG,AT0000652011,2025-07-24,"0,49",2025-07-25,
Marshall Wace LLP,Erste Group Bank AG,AT0000652011,2025-07-21,"0,5",2025-07-22,
Marshall Wace LLP,Erste Group Bank AG,AT0000652011,2025-07-09,"0,48",2025-07-10,
Marshall Wace LLP,Erste Group Bank AG,AT0000652011,2025-07-03,"0,5",2025-07-04,
Marshall Wace LLP,Erste Group Bank AG,AT0000652011,2025-07-02,"0,49",2025-07-03,
Marshall Wace LLP,Erste Group Bank AG,AT0000652011,2025-06-24,"0,5",2025-06-25,
Marshall Wace LLP,Erste Group Bank AG,AT0000652011,2025-02-28,"0,38",2025-03-03,
Marshall Wace LLP,Erste Group Bank AG,AT0000652011,2025-02-27,"0,51",2025-02-28,
Marshall Wace LLP,Erste Group Bank AG,AT0000652011,2020-09-09,"0,48",2020-09-10,
Marshall Wace LLP,Erste Group Bank AG,AT0000652011,2020-07-09,"0,5",2020-07-10,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-12-15,"0,49",2025-12-16,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-12-02,"0,59",2025-12-03,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-11-20,"0,64",2025-11-21,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-09-26,"0,59",2025-09-29,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-09-16,"0,69",2025-09-17,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-09-02,"0,71",2025-09-03,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-08-25,"0,6",2025-08-26,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-08-22,"0,59",2025-08-25,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-08-21,"0,6",2025-08-22,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-06-25,"0,59",2025-06-26,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-06-09,"0,69",2025-06-10,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-06-02,"0,78",2025-06-03,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-04-30,"0,8",2025-05-01,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-04-09,"0,7",2025-04-10,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-04-01,"0,6",2025-04-02,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2025-03-19,"0,51",2025-03-20,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2018-03-21,"0,48",2018-03-22,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2018-03-09,"0,56",2018-03-12,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2018-03-07,"0,6",2018-03-08,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2018-02-19,"0,59",2018-02-20,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2018-02-14,"0,69",2018-02-15,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2018-02-12,"0,7",2018-02-13,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2018-01-03,"0,68",2018-01-04,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-12-18,"0,79",2017-12-19,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-12-01,"0,89",2017-12-04,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-11-10,"0,91",2017-11-13,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-11-06,"0,8",2017-11-07,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-10-11,"0,7",2017-10-12,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-10-04,"0,61",2017-10-05,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-10-02,"0,59",2017-10-03,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-09-18,"0,69",2017-09-19,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-09-04,"0,7",2017-09-05,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-08-18,"0,61",2017-08-21,
Marshall Wace LLP,SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-08-09,"0,5",2017-08-10,
Marshall Wace LLP,voestalpine AG,AT0000937503,2024-11-28,"0,48",2024-11-29,
Marshall Wace LLP,voestalpine AG,AT0000937503,2024-11-27,"0,5",2024-11-28,
Marshall Wace LLP,voestalpine AG,AT0000937503,2024-11-25,"0,49",2024-11-26,
Marshall Wace LLP,voestalpine AG,AT0000937503,2024-11-21,"0,58",2024-11-22,
Marshall Wace LLP,voestalpine AG,AT0000937503,2024-11-20,"0,6",2024-11-21,
Marshall Wace LLP,voestalpine AG,AT0000937503,2024-10-31,"0,58",2024-11-01,
Marshall Wace LLP,voestalpine AG,AT0000937503,2024-10-30,"0,6",2024-10-31,
Marshall Wace LLP,voestalpine AG,AT0000937503,2024-10-17,"0,5",2024-10-18,
Marshall Wace LLP,voestalpine AG,AT0000937503,2023-01-13,"0,49",2023-01-16,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-11-04,"0,59",2022-11-07,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-10-14,"0,6",2022-10-17,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-09-13,"0,57",2022-09-14,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-08-11,"0,6",2022-08-12,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-07-22,"0,59",2022-07-25,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-07-11,"0,69",2022-07-12,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-07-05,"0,71",2022-07-06,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-05-09,"0,61",2022-05-10,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-04-26,"0,59",2022-04-27,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-04-22,"0,68",2022-04-25,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-04-21,"0,71",2022-04-22,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-04-20,"0,69",2022-04-21,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-04-14,"0,7",2022-04-19,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-04-06,"0,63",2022-04-07,
Marshall Wace LLP,voestalpine AG,AT0000937503,2022-03-22,"0,5",2022-03-23,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-09-07,"0,49",2020-09-08,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-08-12,"0,5",2020-08-13,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-07-24,"0,49",2020-07-27,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-07-02,"0,51",2020-07-03,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-06-18,"0,49",2020-06-19,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-06-08,"0,58",2020-06-09,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-06-04,"0,66",2020-06-05,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-05-29,"0,76",2020-06-01,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-03-30,"0,89",2020-03-31,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-03-24,"0,98",2020-03-25,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-03-20,"1,05",2020-03-23,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-03-16,"1,17",2020-03-17,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-03-13,"1,27",2020-03-16,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-03-12,"1,34",2020-03-13,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-03-11,"1,23",2020-03-12,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-03-09,"1,13",2020-03-10,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-03-06,"1,01",2020-03-09,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-03-04,"0,9",2020-03-05,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-02-28,"0,89",2020-03-02,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-01-30,"0,99",2020-01-31,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-01-27,"1,06",2020-01-28,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-01-21,"1,16",2020-01-22,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-01-15,"1,28",2020-01-16,
Marshall Wace LLP,voestalpine AG,AT0000937503,2020-01-07,"1,38",2020-01-08,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-12-19,"1,48",2019-12-20,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-12-13,"1,59",2019-12-16,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-11-04,"1,68",2019-11-05,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-10-08,"1,7",2019-10-09,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-10-04,"1,63",2019-10-07,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-09-19,"1,5",2019-09-20,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-09-10,"1,48",2019-09-11,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-08-14,"1,52",2019-08-15,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-08-12,"1,43",2019-08-13,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-08-08,"1,32",2019-08-09,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-08-05,"1,23",2019-08-06,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-07-22,"1,19",2019-07-23,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-07-17,"1,2",2019-07-18,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-07-11,"1,18",2019-07-12,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-07-04,"1,29",2019-07-05,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-06-27,"1,38",2019-06-28,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-06-21,"1,41",2019-06-24,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-06-03,"1,31",2019-06-04,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-05-27,"1,2",2019-05-28,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-05-17,"1,1",2019-05-20,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-04-10,1,2019-04-11,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-04-05,"0,98",2019-04-08,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-02-04,"1,02",2019-02-05,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-01-29,"0,99",2019-01-30,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-01-22,"1,06",2019-01-23,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-01-17,"1,12",2019-01-18,
Marshall Wace LLP,voestalpine AG,AT0000937503,2019-01-03,"1,02",2019-01-04,
Marshall Wace LLP,voestalpine AG,AT0000937503,2018-12-21,"0,93",2018-12-24,
Marshall Wace LLP,voestalpine AG,AT0000937503,2018-12-17,"0,8",2018-12-18,
Marshall Wace LLP,voestalpine AG,AT0000937503,2018-12-13,"0,78",2018-12-14,
Marshall Wace LLP,voestalpine AG,AT0000937503,2018-12-07,"0,8",2018-12-10,
Marshall Wace LLP,voestalpine AG,AT0000937503,2018-12-03,"0,71",2018-12-04,
Marshall Wace LLP,voestalpine AG,AT0000937503,2018-11-28,"0,62",2018-11-29,
Marshall Wace LLP,voestalpine AG,AT0000937503,2018-11-23,"0,51",2018-11-26,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-11-05,"0,49",2018-11-06,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-10-30,"0,56",2018-10-31,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-10-23,"0,67",2018-10-24,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-10-17,"0,79",2018-10-18,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-09-27,"0,81",2018-09-28,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-09-20,"0,78",2018-09-21,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-09-19,"0,8",2018-09-20,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-09-18,"0,78",2018-09-19,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-09-14,"0,8",2018-09-17,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-09-05,"0,78",2018-09-06,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-08-31,"0,96",2018-09-03,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-08-17,"1,09",2018-08-20,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-08-14,"1,1",2018-08-15,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-08-03,"1,09",2018-08-06,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-07-31,"1,1",2018-08-01,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-07-23,1,2018-07-24,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-07-10,"0,9",2018-07-11,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-07-09,"0,8",2018-07-10,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-06-28,"0,7",2018-06-29,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-06-22,"0,68",2018-06-25,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-05-16,"0,79",2018-05-17,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-04-24,"0,89",2018-04-25,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-04-20,"0,96",2018-04-23,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-04-18,"1,08",2018-04-19,
Marshall Wace LLP,Zumtobel Group AG,AT0000837307,2018-04-16,"1,17",2018-04-17,
