Position Holder,Issuer,ISIN,Position Date,Net Short Position (%),Reporting Date,Cancellation Date
"Connor, Clark & Lunn Investment Management Ltd.",Zumtobel Group AG,AT0000837307,2017-04-04,"0,49",2017-04-05,
"Connor, Clark & Lunn Investment Management Ltd.",Zumtobel Group AG,AT0000837307,2017-03-17,"0,59",2017-03-20,
"Connor, Clark & Lunn Investment Management Ltd.",Zumtobel Group AG,AT0000837307,2016-12-15,"0,51",2016-12-16,2016-12-18
"Connor, Clark & Lunn Investment Management Ltd.",Zumtobel Group AG,AT0000837307,2016-08-03,"0,6",2016-08-04,
"Connor, Clark & Lunn Investment Management Ltd.",Zumtobel Group AG,AT0000837307,2016-07-05,"0,51",2016-07-06,
Covalis Capital LLP,OMV Aktiengesellschaft,AT0000743059,2025-12-09,"0,7",2025-12-10,
Covalis Capital LLP,OMV Aktiengesellschaft,AT0000743059,2025-11-18,"0,62",2025-11-19,
Covalis Capital LLP,OMV Aktiengesellschaft,AT0000743059,2025-11-14,"0,57",2025-11-17,
Covalis Capital LLP,OMV Aktiengesellschaft,AT0000743059,2025-11-05,"0,66",2025-11-06,
Covalis Capital LLP,OMV Aktiengesellschaft,AT0000743059,2025-11-04,"0,55",2025-11-05,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2020-03-10,"0,47",2020-03-11,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2020-01-17,"0,51",2020-01-20,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-06-13,0,2014-06-16,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-06-10,"4,12",2014-06-11,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-06-05,"4,23",2014-06-06,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-06-03,"4,11",2014-06-04,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-06-02,"4,04",2014-06-03,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-05-28,"3,94",2014-05-29,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-05-23,"4,32",2014-05-27,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-05-22,"4,26",2014-05-23,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-05-20,"3,9",2014-05-21,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-05-14,"3,83",2014-05-15,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-05-13,"3,69",2014-05-14,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-05-08,"3,52",2014-05-09,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-05-07,"3,39",2014-05-08,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-04-30,"3,1",2014-05-01,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-04-29,"3,05",2014-04-30,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-04-23,"2,92",2014-04-24,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-04-22,"2,81",2014-04-23,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-04-03,"2,64",2014-04-04,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-04-02,"2,56",2014-04-03,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-03-25,"2,33",2014-03-26,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-02-12,"2,2",2014-02-13,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-02-05,2,2014-02-06,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-02-04,"1,93",2014-02-05,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-01-16,"1,89",2014-01-17,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-01-15,"1,52",2014-01-16,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-01-13,"1,31",2014-01-14,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-01-08,"1,26",2014-01-09,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-01-03,"1,42",2014-01-06,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-12-17,"1,33",2013-12-18,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-12-13,"1,23",2013-12-16,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-11-15,"1,14",2013-11-18,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-11-07,"1,04",2013-11-08,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-11-06,"0,96",2013-11-07,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-10-17,1,2013-10-18,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-10-15,"0,97",2013-10-16,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-10-10,1,2013-10-11,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-10-03,"0,9",2013-10-04,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-10-01,"0,8",2013-10-02,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-09-26,"0,74",2013-09-27,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-09-25,"0,61",2013-09-26,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-09-24,"0,58",2013-09-25,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-06-13,"0,48",2013-06-14,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-05-13,"0,5",2013-05-14,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-04-08,"0,43",2013-04-09,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-03-27,"0,59",2013-03-28,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-03-26,"0,76",2013-03-27,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-03-21,"0,88",2013-03-22,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-01-04,"0,72",2013-01-07,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-01-02,"0,64",2013-01-03,
CQS (UK) LLP,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2012-12-21,"0,5",2012-12-24,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-09-20,0,2016-09-21,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-09-07,3,2016-09-08,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-09-05,"2,81",2016-09-06,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-08-24,"2,32",2016-08-25,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-08-22,"2,21",2016-08-23,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-08-09,"2,1",2016-08-10,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-08-05,"2,09",2016-08-08,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-08-04,"1,97",2016-08-05,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-08-02,"1,82",2016-08-03,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-08-01,"1,74",2016-08-02,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-07-26,"1,61",2016-08-04,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-07-22,"1,52",2016-08-04,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-07-20,"1,4",2016-08-04,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-07-18,"1,29",2016-08-04,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-07-15,"1,18",2016-08-04,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-07-12,"1,05",2016-08-04,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-07-11,"0,87",2016-08-04,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-07-08,"0,79",2016-08-04,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2016-06-10,"0,66",2016-08-04,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-10-27,"0,46",2015-10-28,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-10-15,"0,51",2015-10-16,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-09-22,"0,45",2015-09-23,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-09-15,"0,57",2015-09-16,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-09-04,"0,62",2015-09-07,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-09-01,"0,59",2015-09-02,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-08-18,"0,48",2015-08-19,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-08-14,"0,57",2015-08-17,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-06-03,"0,67",2015-06-04,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-06-02,"0,93",2015-06-02,2015-06-02
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-06-01,"0,93",2015-06-02,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-05-22,"0,52",2015-05-26,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-04-20,"0,46",2015-04-21,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-04-16,"0,53",2015-04-17,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-04-13,"0,89",2015-04-14,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-04-09,"0,94",2015-04-10,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-04-08,"1,12",2015-04-09,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-04-01,"1,33",2015-04-02,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-03-20,"1,55",2015-03-23,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-02-17,"1,45",2015-02-18,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-02-16,"1,23",2015-02-17,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-02-13,"0,85",2015-02-16,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2015-02-05,"0,73",2015-02-06,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-12-29,"0,61",2014-12-30,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-12-22,"0,59",2014-12-29,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-12-02,"0,66",2014-12-03,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-11-10,"0,79",2014-11-11,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-11-04,"0,98",2014-11-05,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-10-08,"1,58",2014-10-08,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-09-16,"1,61",2014-09-17,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-09-08,"1,77",2014-09-09,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-08-19,"1,83",2014-08-20,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-08-13,"1,71",2014-08-14,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-08-07,"1,6",2014-08-08,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-07-01,"1,51",2014-07-02,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-06-13,"1,62",2014-06-16,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-05-30,"1,5",2014-05-30,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-05-28,"1,3",2014-05-29,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-05-23,"1,27",2014-05-27,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-05-22,"1,17",2014-05-23,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-05-02,"1,26",2014-05-06,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-04-30,"1,41",2014-05-01,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-04-02,"1,25",2014-04-03,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-03-20,"1,13",2014-03-21,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-03-17,"1,08",2014-03-18,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-02-28,"1,23",2014-03-03,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-02-27,"1,18",2014-02-28,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-02-26,"1,25",2014-02-27,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2014-02-10,"1,14",2014-02-11,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-10-16,"1,01",2013-10-17,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-10-15,"1,21",2013-10-16,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-10-10,"1,17",2013-10-11,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-09-27,"1,08",2013-09-30,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-09-12,"0,9",2013-09-13,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-09-06,"0,82",2013-09-09,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-08-29,"0,72",2013-08-30,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-08-19,"0,61",2013-08-20,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-08-09,"0,51",2013-08-12,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-06-13,"0,49",2013-06-14,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-06-12,"0,55",2013-06-13,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-04-11,"0,66",2013-04-12,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-03-28,"0,76",2013-04-02,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-03-27,"0,83",2013-03-28,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-03-13,"1,13",2013-03-14,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-02-22,"1,26",2013-02-25,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-02-08,"1,3",2013-02-11,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-02-07,"1,67",2013-02-08,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-01-29,"1,96",2013-01-30,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-01-18,"2,01",2013-01-21,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2013-01-10,"1,8",2013-01-11,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2012-12-28,"1,7",2012-12-31,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2012-12-11,"1,6",2012-12-12,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2012-12-07,"1,57",2012-12-10,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2012-12-06,"1,43",2012-12-07,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2012-12-03,"1,31",2012-12-04,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2012-11-29,"1,24",2012-11-30,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2012-11-23,"1,19",2012-11-26,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2012-11-07,"1,02",2012-11-08,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2012-11-02,"1,28",2012-11-05,
CQS (UK) LLP,conwert Immobilien Invest SE,AT0000697750,2012-11-01,"1,17",2012-11-02,
CQS (UK) LLP,IMMOFINANZ AG,AT0000A21KS2,2022-01-14,0,2022-01-17,
CQS (UK) LLP,IMMOFINANZ AG,AT0000A21KS2,2022-01-06,"0,63",2022-01-06,
CQS (UK) LLP,IMMOFINANZ AG,AT0000A21KS2,2021-11-04,"0,52",2021-11-05,
CQS (UK) LLP,IMMOFINANZ AG,AT0000A21KS2,2020-03-09,"0,49",2020-03-10,
CQS (UK) LLP,IMMOFINANZ AG,AT0000A21KS2,2019-11-14,"0,51",2019-11-15,
CQS (UK) LLP,IMMOFINANZ AG,AT0000A21KS2,2019-11-08,"0,48",2019-11-11,
CQS (UK) LLP,IMMOFINANZ AG,AT0000A21KS2,2019-07-09,"0,52",2019-07-10,
CQS (UK) LLP,IMMOFINANZ AG,AT0000A21KS2,2019-01-22,"0,45",2019-01-23,
CQS (UK) LLP,IMMOFINANZ AG,AT0000A21KS2,2019-01-09,"0,68",2019-01-10,
CQS (UK) LLP,IMMOFINANZ AG,AT0000A21KS2,2018-01-08,"0,72",2019-01-09,
Crédit Industriel et Commercial,IMMOFINANZ AG,AT0000A21KS2,2022-01-24,0,2022-01-25,
Crédit Industriel et Commercial,IMMOFINANZ AG,AT0000A21KS2,2022-01-14,"0,6",2022-01-17,
Crédit Industriel et Commercial,IMMOFINANZ AG,AT0000A21KS2,2022-01-03,"0,55",2022-01-04,
"D. E. Shaw & Co., L.P.",IMMOFINANZ AG,AT0000A21KS2,2025-07-24,"0,49",2025-07-25,
"D. E. Shaw & Co., L.P.",IMMOFINANZ AG,AT0000A21KS2,2024-10-03,"0,5",2025-03-14,
Eleva Capital SAS,Österreichische Post Aktiengesellschaft,AT0000APOST4,2022-11-11,"0,46",2022-11-14,
Eleva Capital SAS,Österreichische Post Aktiengesellschaft,AT0000APOST4,2022-05-19,"0,52",2022-05-20,
exane asset management,voestalpine AG,AT0000937503,2016-11-15,"0,49",2016-11-16,
exane asset management,voestalpine AG,AT0000937503,2016-11-09,"0,58",2016-11-09,
exane asset management,voestalpine AG,AT0000937503,2016-10-28,"0,61",2016-10-31,
exane asset management,voestalpine AG,AT0000937503,2016-10-13,"0,5",2016-10-14,
EXANE ASSET MANAGEMENT,Wienerberger AG,AT0000831706,2022-10-14,"0,47",2022-10-17,
EXANE ASSET MANAGEMENT,Wienerberger AG,AT0000831706,2022-09-02,"0,52",2022-09-05,
EXANE ASSET MANAGEMENT,Wienerberger AG,AT0000831706,2022-08-10,"0,48",2022-08-11,
EXANE ASSET MANAGEMENT,Wienerberger AG,AT0000831706,2022-08-09,"0,51",2022-08-10,
"ExodusPoint Capital Management, LP",Andritz AG,AT0000730007,2020-11-30,0,2020-12-01,
"ExodusPoint Capital Management, LP",Andritz AG,AT0000730007,2020-11-26,"0,59",2020-11-27,
"ExodusPoint Capital Management, LP",Andritz AG,AT0000730007,2020-11-19,"0,69",2020-11-20,
"ExodusPoint Capital Management, LP",Andritz AG,AT0000730007,2020-11-12,"0,7",2020-11-13,
"ExodusPoint Capital Management, LP",Andritz AG,AT0000730007,2020-11-02,"0,69",2020-11-03,
"ExodusPoint Capital Management, LP",Andritz AG,AT0000730007,2020-10-30,"0,7",2020-11-02,
"ExodusPoint Capital Management, LP",Andritz AG,AT0000730007,2020-10-27,"0,69",2020-10-28,
"ExodusPoint Capital Management, LP",Andritz AG,AT0000730007,2020-10-07,"0,71",2020-10-08,
"ExodusPoint Capital Management, LP",Andritz AG,AT0000730007,2020-09-28,"0,6",2020-09-29,
"ExodusPoint Capital Management, LP",Andritz AG,AT0000730007,2020-09-21,"0,52",2020-09-22,
General Industrial Partners LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2021-01-27,"0,45",2021-01-28,
General Industrial Partners LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-10-27,"0,51",2020-10-28,
General Industrial Partners LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-09-29,"0,49",2020-09-30,
General Industrial Partners LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-06-23,"0,59",2020-06-24,
General Industrial Partners LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-05-27,"0,61",2020-05-28,
General Industrial Partners LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-05-20,"0,51",2020-05-21,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2021-05-04,"0,48",2021-05-04,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2021-04-29,"0,55",2021-04-30,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2021-02-11,"0,77",2021-02-11,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2021-02-01,"0,8",2021-02-01,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2020-12-07,"0,79",2020-12-08,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2020-12-03,"0,9",2020-12-03,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2020-12-02,"1,37",2020-12-02,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2020-11-27,"1,07",2020-11-27,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2020-11-24,"1,19",2020-11-25,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2020-11-02,"1,23",2020-11-02,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2020-09-16,"1,11",2020-09-17,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2020-09-02,"1,04",2020-09-02,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2020-09-01,"0,96",2020-09-01,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2020-07-01,"0,8",2020-07-01,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2020-02-24,"0,7",2020-02-24,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2020-01-23,"0,64",2020-01-23,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2020-01-02,"0,6",2020-01-03,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2019-12-06,"0,61",2019-12-06,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2019-12-02,"0,56",2019-12-02,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2019-09-11,"0,46",2019-09-11,
Gladstone Capital Management LLP,Andritz AG,AT0000730007,2019-09-02,"0,52",2019-09-02,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2026-01-02,"0,38",2026-01-05,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2023-05-23,"0,58",2023-05-24,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2023-04-04,"0,69",2023-04-05,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2022-10-03,"0,8",2022-10-03,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2022-04-01,"0,87",2022-04-05,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2022-01-03,"0,98",2022-01-04,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2021-07-14,"0,99",2021-07-14,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2021-07-01,"1,1",2021-07-01,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2021-03-12,"1,29",2021-03-12,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2021-03-09,"1,39",2021-03-09,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2021-03-03,"1,5",2021-03-03,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2021-02-12,"1,57",2021-02-12,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2021-01-29,"1,7",2021-01-29,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2021-01-27,"1,78",2021-01-27,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-08-05,"1,8",2020-08-05,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-07-06,"1,71",2020-07-06,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-07-01,"1,62",2020-07-01,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-06-02,"1,54",2020-06-02,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-05-21,"1,42",2020-05-22,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-05-20,"1,33",2020-05-20,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-05-19,"1,24",2020-05-19,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-02-14,"1,11",2020-02-14,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-02-03,"1,01",2020-02-04,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-12-03,"0,91",2019-12-03,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-10-14,"0,81",2019-10-15,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-08-01,"0,72",2019-08-01,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-07-01,"0,6",2019-07-02,
Gladstone Capital Management LLP,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-06-03,"0,5",2019-06-04,
GLG Partners LP,BUWOG AG,AT00BUWOG001,2015-09-16,0,2016-06-06,
GLG Partners LP,BUWOG AG,AT00BUWOG001,2015-09-09,"0,84",2016-06-06,
GLG Partners LP,BUWOG AG,AT00BUWOG001,2015-09-04,"0,93",2016-06-06,
GLG Partners LP,BUWOG AG,AT00BUWOG001,2015-09-01,"1,02",2016-06-06,
